Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],p_c_down,p_c_up,w_en,p_c_left,e_cd_reg[1:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,p_c_right,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,move_cnt_reg[3:0],<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,motion_timer_reg[21:0],e_state_reg[2:0],<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>_39,<const0>_40,<const0>_41,<const0>_42,<const0>_43,<const0>,random_16_1[15:0],random_16[15:0],data[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
180,180,0,373,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c471a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903a,903a,2074
181,181,0,374,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c471b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,2074,40e9
182,182,0,374,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c471c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40e9,40e9,81d2
183,183,0,374,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c471d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81d2,81d2,03a5
184,184,0,374,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c471e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03a5,03a5,074a
185,185,0,375,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c471f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,074a,074a,0e95
186,186,0,375,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0e95,0e95,1d2b
187,187,0,375,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d2b,1d2b,3a56
188,188,0,375,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3a56,3a56,74ac
189,189,0,376,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74ac,74ac,e959
190,190,0,376,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e959,e959,d2b2
191,191,0,376,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d2b2,d2b2,a564
192,192,0,376,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a564,a564,4ac9
193,193,0,377,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4ac9,4ac9,9592
194,194,0,377,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9592,9592,2b25
195,195,0,377,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2b25,2b25,564b
196,196,0,377,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c472a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564b,564b,ac96
197,197,0,378,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c472b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ac96,ac96,592d
198,198,0,378,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c472c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592d,592d,b25b
199,199,0,378,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c472d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b25b,b25b,64b7
200,200,0,378,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c472e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64b7,64b7,c96e
201,201,0,379,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c472f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c96e,c96e,92dd
202,202,0,379,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92dd,92dd,25ba
203,203,0,379,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25ba,25ba,4b74
204,204,0,379,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4b74,4b74,96e8
205,205,0,380,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96e8,96e8,2dd1
206,206,0,380,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2dd1,2dd1,5ba2
207,207,0,380,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5ba2,5ba2,b745
208,208,0,380,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b745,b745,6e8a
209,209,0,381,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e8a,6e8a,dd14
210,210,0,381,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dd14,dd14,ba29
211,211,0,381,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba29,ba29,7453
212,212,0,381,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c473a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7453,7453,e8a7
213,213,0,382,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c473b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e8a7,e8a7,d14e
214,214,0,382,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c473c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d14e,d14e,a29c
215,215,0,382,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c473d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a29c,a29c,4538
216,216,0,382,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c473e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538,4538,8a71
217,217,0,383,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c473f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8a71,8a71,14e3
218,218,0,383,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14e3,14e3,29c6
219,219,0,383,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29c6,29c6,538d
220,220,0,383,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538d,538d,a71b
221,221,0,384,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a71b,a71b,4e37
222,222,0,384,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e37,4e37,9c6f
223,223,0,384,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9c6f,9c6f,38df
224,224,0,384,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38df,38df,71be
225,225,0,385,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71be,71be,e37c
226,226,0,385,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e37c,e37c,c6f8
227,227,0,385,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c6f8,c6f8,8df0
228,228,0,385,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c474a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8df0,8df0,1be0
229,229,0,386,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c474b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1be0,1be0,37c1
230,230,0,386,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c474c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37c1,37c1,6f83
231,231,0,386,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c474d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6f83,6f83,df06
232,232,0,386,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c474e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,df06,df06,be0d
233,233,0,387,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c474f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,be0d,be0d,7c1a
234,234,0,387,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7c1a,7c1a,f835
235,235,0,387,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f835,f835,f06b
236,236,0,387,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f06b,f06b,e0d7
237,237,0,388,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e0d7,e0d7,c1ae
238,238,0,388,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c1ae,c1ae,835d
239,239,0,388,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835d,835d,06bb
240,240,0,388,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06bb,06bb,0d77
241,241,0,389,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0d77,0d77,1aef
242,242,0,389,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1aef,1aef,35df
243,243,0,389,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35df,35df,6bbf
244,244,0,389,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c475a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6bbf,6bbf,d77f
245,245,0,390,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c475b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d77f,d77f,aeff
246,246,0,390,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c475c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aeff,aeff,5dff
247,247,0,390,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c475d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5dff,5dff,bbfe
248,248,0,390,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c475e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bbfe,bbfe,77fd
249,249,0,391,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c475f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77fd,77fd,effb
250,250,0,391,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,effb,effb,dff7
251,251,0,391,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dff7,dff7,bfef
252,252,0,391,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bfef,bfef,7fde
253,253,0,392,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7fde,7fde,ffbd
254,254,0,392,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ffbd,ffbd,ff7a
255,255,0,392,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff7a,ff7a,fef4
256,256,0,392,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fef4,fef4,fde8
257,257,0,393,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fde8,fde8,fbd0
258,258,0,393,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fbd0,fbd0,f7a1
259,259,0,393,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f7a1,f7a1,ef42
260,260,0,393,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c476a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ef42,ef42,de85
261,261,0,394,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c476b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de85,de85,bd0b
262,262,0,394,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c476c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bd0b,bd0b,7a16
263,263,0,394,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c476d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a16,7a16,f42c
264,264,0,394,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c476e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f42c,f42c,e858
265,265,0,395,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c476f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e858,e858,d0b0
266,266,0,395,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d0b0,d0b0,a160
267,267,0,395,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a160,a160,42c0
268,268,0,395,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42c0,42c0,8580
269,269,0,396,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580,8580,0b00
270,270,0,396,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0b00,0b00,1600
271,271,0,396,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1600,2c00
272,272,0,396,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2c00,2c00,5800
273,273,0,397,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,5800,b001
274,274,0,397,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b001,b001,6003
275,275,0,397,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6003,6003,c007
276,276,0,397,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c477a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c007,c007,800f
277,277,0,398,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c477b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800f,800f,001f
278,278,0,398,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c477c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001f,001f,003e
279,279,0,398,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c477d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,003e,003e,007c
280,280,0,398,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c477e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007c,007c,00f8
