Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],vsync_OBUF,hsync_OBUF,display_on,pixel_tick,x_e_reg[9:0],y_e_reg[9:0],move_cnt_reg[3:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,motion_timer_reg[20:0],e_state_reg[2:0],<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ddb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ddc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ddd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ddf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2de0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2de1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2de2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2de3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2de4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2de5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2de6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2de7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2de8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2de9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2def,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2df0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2df1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2df2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2df3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2df4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2df5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2df6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2df7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2df8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2df9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2dfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2dff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,74,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e0a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,82,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,83,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,86,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,0,643,150,1,0,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,0,643,150,1,0,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
