Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],vsync_OBUF,hsync_OBUF,display_on,pixel_tick,x_e_reg[9:0],y_e_reg[9:0],move_cnt_reg[3:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,motion_timer_reg[20:0],e_state_reg[2:0],<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
311,311,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,313,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,314,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,315,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,316,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2efa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,317,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2efb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2efc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,319,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2efd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,320,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2efe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,321,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,322,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,323,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,324,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,325,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,326,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,327,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,330,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,331,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f0a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,333,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,334,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,335,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,336,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,338,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,343,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,344,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,346,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,347,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,348,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,350,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,351,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,352,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,353,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,358,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,359,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,361,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,363,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,366,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,367,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,368,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,369,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,370,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,371,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,373,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,374,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,375,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,376,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,377,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,378,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,379,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,381,0,1020,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,382,0,1020,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,383,0,1020,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,384,0,1020,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,385,0,1021,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,386,0,1021,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,387,0,1021,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,0,1021,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,389,0,1022,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,390,0,1022,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,391,0,1022,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,392,0,1022,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,393,0,1023,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,394,0,1023,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,395,0,1023,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,0,1023,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,397,0,0,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,0,0,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,399,0,0,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,400,0,0,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,401,0,1,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,402,0,1,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,403,0,1,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,404,0,1,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,405,0,2,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,406,0,2,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,407,0,2,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,0,2,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,409,0,3,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,410,0,3,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,411,0,3,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,412,0,3,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,413,0,4,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,414,0,4,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,415,0,4,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,416,0,4,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,417,0,5,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,418,0,5,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,419,0,5,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,420,0,5,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,421,0,6,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,422,0,6,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,423,0,6,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,424,0,6,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,425,0,7,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,426,0,7,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,427,0,7,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,428,0,7,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,429,0,8,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,430,0,8,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,0,8,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,432,0,8,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,0,9,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,434,0,9,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,435,0,9,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,0,9,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,437,0,10,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,0,10,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,0,10,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,0,10,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,441,0,11,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,442,0,11,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,0,11,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,444,0,11,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,445,0,12,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,446,0,12,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,447,0,12,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,448,0,12,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,449,0,13,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,450,0,13,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,451,0,13,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,452,0,13,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,0,14,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,454,0,14,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,455,0,14,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,456,0,14,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,457,0,15,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,458,0,15,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,459,0,15,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,460,0,15,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,461,0,16,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,462,0,16,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,463,0,16,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,0,16,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2f8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,0,17,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,0,17,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2f90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
